Avenida 13A,Jardim São Francisco I,Guaira / SP,14790-274,,
Avenida 11B,Jardim São Francisco I,Guaira / SP,14790-276,,
Avenida 11A,Jardim São Francisco I,Guaira / SP,14790-278,,
Avenida 9A,Jardim São Francisco I,Guaira / SP,14790-280,,
Avenida 7A,Jardim São Francisco I,Guaira / SP,14790-282,,
Rua 16,Jardim São Francisco I,Guaira / SP,14790-284,,
Avenida Perimetral,Jardim São Francisco I,Guaira / SP,14790-286,,
Rua 012,Jardim São Francisco I,Guaira / SP,14790-288,,
Rua 014,Jardim São Francisco I,Guaira / SP,14790-290,,
Avenida Geraldo Caligares,Guaira,Guaira / SP,14790-300,,
Rua Manoel Marques,Guaira,Guaira / SP,14790-302,,
Anel Viário Julio Robim,Guaira,Guaira / SP,14790-304,,
Avenida João Jorge Garcia Leal,Guaira,Guaira / SP,14790-306,,
Avenida José Quintino dos Santos,Guaira,Guaira / SP,14790-308,,
Avenida José Quintino dos Santos,Residencial Cidade Jardim,Guaira / SP,14790-310,,
Rua Chico Pugliesi,Residencial Cidade Jardim,Guaira / SP,14790-312,,
Avenida 9,Residencial Cidade Jardim,Guaira / SP,14790-314,,
Rua 022,Residencial Cidade Jardim,Guaira / SP,14790-316,,
Avenida 11,Residencial Cidade Jardim,Guaira / SP,14790-318,,
Rua 020,Residencial Cidade Jardim,Guaira / SP,14790-320,,
Rua 4,Residencial Nadia 4,Guaira / SP,14790-400,,
Avenida José Cavenaghe,Residencial Nadia 4,Guaira / SP,14790-402,,
Rua 2,Residencial Nadia 4,Guaira / SP,14790-404,,
Avenida 23,Residencial Nadia 4,Guaira / SP,14790-406,,
Avenida 23A,Residencial Nadia 4,Guaira / SP,14790-408,,
Avenida 25,Residencial Nadia 4,Guaira / SP,14790-410,,
Avenida Takeo Saito,Desmembramento Chácara Bela Vista,Guaira / SP,14790-420,,
Avenida Takeo Saito,Residencial Nadia,Guaira / SP,14790-430,,
Avenida 29,Residencial Nadia,Guaira / SP,14790-432,,
Avenida 31,Residencial Nadia,Guaira / SP,14790-434,,
Avenida José Cavenaghe,Residencial Nadia,Guaira / SP,14790-436,,
Rua 02A,Residencial Nadia,Guaira / SP,14790-438,,
Rua 02,Residencial Nadia,Guaira / SP,14790-440,,
Rua 04,Residencial Nadia,Guaira / SP,14790-442,,
Rua 06,Residencial Nadia,Guaira / SP,14790-444,,
Avenida 29,Desmembramento Thobias Landim,Guaira / SP,14790-450,,
Rua 06A,Residencial Thobias Landim,Guaira / SP,14790-460,,
Avenida 29A,Residencial Thobias Landim,Guaira / SP,14790-462,,
Rua 012,Residencial Thobias Landim,Guaira / SP,14790-464,,
Avenida 27,Residencial Thobias Landim,Guaira / SP,14790-466,,
Avenida Takeo Saito,Residencial Thobias Landim,Guaira / SP,14790-468,,
Rua 010,Residencial Thobias Landim,Guaira / SP,14790-470,,
Avenida 25A,Residencial Thobias Landim,Guaira / SP,14790-472,,
Avenida Fause Abdala,Residencial Thobias Landim,Guaira / SP,14790-474,,
Avenida 29B,Residencial Thobias Landim,Guaira / SP,14790-476,,
Rua 016,Residencial Thobias Landim,Guaira / SP,14790-478,,
Avenida 29,Residencial Thobias Landim,Guaira / SP,14790-480,,
Rua 014,Residencial Thobias Landim,Guaira / SP,14790-482,,
Avenida 29,Jardim Eldorado,Guaira / SP,14790-490,,
Avenida 31A,Jardim Eldorado,Guaira / SP,14790-492,,
Avenida 31,Jardim Eldorado,Guaira / SP,14790-494,,
Avenida 33,Jardim Eldorado,Guaira / SP,14790-496,,
Avenida 35,Jardim Eldorado,Guaira / SP,14790-498,,
Avenida 37,Jardim Eldorado,Guaira / SP,14790-500,,
Avenida José Cavenaghe,Jardim Eldorado,Guaira / SP,14790-502,,
Rua 02,Jardim Eldorado,Guaira / SP,14790-504,,
Rua 04,Jardim Eldorado,Guaira / SP,14790-506,,
Rua 06,Jardim Eldorado,Guaira / SP,14790-508,,
Rua 08,Jardim Eldorado,Guaira / SP,14790-510,,
Rua 10,Jardim Eldorado,Guaira / SP,14790-512,,
Avenida Fause Abdala,Jardim Eldorado,Guaira / SP,14790-514,,
Travessa Hussem Kassem Ramadan,Jardim Eldorado,Guaira / SP,14790-516,,
Travessa Hussem Kassem Ramadan,Residencial Reynaldo Stein,Guaira / SP,14790-520,,
Avenida Perimetral A,Residencial Reynaldo Stein,Guaira / SP,14790-522,,
Avenida Rotary Club de Guaira,Residencial Reynaldo Stein,Guaira / SP,14790-524,,
Rua 012,Residencial Reynaldo Stein,Guaira / SP,14790-526,,
Rua 014,Residencial Reynaldo Stein,Guaira / SP,14790-528,,
Rua 016,Residencial Reynaldo Stein,Guaira / SP,14790-530,,
Rua 018,Residencial Reynaldo Stein,Guaira / SP,14790-532,,
Rua 020,Residencial Reynaldo Stein,Guaira / SP,14790-534,,
Rua 022,Residencial Reynaldo Stein,Guaira / SP,14790-536,,
Rua 024,Residencial Reynaldo Stein,Guaira / SP,14790-538,,
Avenida Marginal da Assis Chateaubriand,Residencial Reynaldo Stein,Guaira / SP,14790-540,,
Avenida 35A,Residencial Reynaldo Stein,Guaira / SP,14790-542,,
Avenida 35B,Residencial Reynaldo Stein,Guaira / SP,14790-544,,
Avenida 35,Residencial Reynaldo Stein,Guaira / SP,14790-546,,
Avenida 37,Residencial Reynaldo Stein,Guaira / SP,14790-548,,
Acesso II Antonio Tomoda,Residencial Reynaldo Stein,Guaira / SP,14790-550,,
Rodovia Assis Chateaubriand SP 425,Residencial Reynaldo Stein,Guaira / SP,14790-552,,
Avenida Fause Abdala,Portal do Lago,Guaira / SP,14790-560,,
Rua 04,Portal do Lago,Guaira / SP,14790-562,,
Rua 06,Portal do Lago,Guaira / SP,14790-564,,
Avenida José Cavenaghe,Portal do Lago,Guaira / SP,14790-566,,
Acesso II Antonio Tomoda,Portal do Lago,Guaira / SP,14790-568,,
Rua Vicente Lopes do Nascimento,Portal do Lago,Guaira / SP,14790-570,,
Avenida 41,Portal do Lago,Guaira / SP,14790-572,,
Avenida 43,Portal do Lago,Guaira / SP,14790-574,,
Avenida 45,Portal do Lago,Guaira / SP,14790-576,,
Avenida 47,Portal do Lago,Guaira / SP,14790-578,,
Travessa Gisele de Oliveira Simão Muniz,Portal do Lago,Guaira / SP,14790-580,,
Avenida 49,Portal do Lago,Guaira / SP,14790-582,,
Avenida Diva Augusta de Paula Santos Rodrigues,Portal do Lago,Guaira / SP,14790-584,,
Avenida Doutor João Batista Santana,Portal do Lago,Guaira / SP,14790-586,,
Rua 2A,Portal do Lago,Guaira / SP,14790-588,,
Rua 2,Portal do Lago,Guaira / SP,14790-590,,
Rua 02,Portal do Lago,Guaira / SP,14790-592,,
Avenida Marginal Jurandir Motta de Oliveira,Portal do Lago,Guaira / SP,14790-594,,
Avenida Marginal Jurandir Motta de Oliveira,Desmembramento Reis e Marques,Guaira / SP,14790-600,,
Acesso II Antonio Tomoda,Desmembramento Fazenda Antas,Guaira / SP,14790-612,,
Avenida Diva Augusta de Paula Santos Rodrigues,Desmembramento Fazenda Antas,Guaira / SP,14790-614,,
Avenida Doutor João Batista Santana,Desmembramento Fazenda Antas,Guaira / SP,14790-616,,
Rua 18,Paranoá,Guaira / SP,14791-000,,
Rua 20,Paranoá,Guaira / SP,14791-002,,
Rua 22,Paranoá,Guaira / SP,14791-004,,
Rua 24,Paranoá,Guaira / SP,14791-006,,
Rua 26,Paranoá,Guaira / SP,14791-008,,
Avenida 23,Paranoá,Guaira / SP,14791-010,,
Avenida 25,Paranoá,Guaira / SP,14791-012,,
Avenida 27,Paranoá,Guaira / SP,14791-014,,
Avenida 29,Paranoá,Guaira / SP,14791-016,,
Avenida 31,Paranoá,Guaira / SP,14791-018,,
Avenida 33,Paranoá,Guaira / SP,14791-020,,
Avenida 35,Paranoá,Guaira / SP,14791-022,,
Avenida Gabriel Garcia Leal,Paranoá,Guaira / SP,14791-024,,
Rua 26,Santa Helena,Guaira / SP,14791-030,,
Rua 28,Santa Helena,Guaira / SP,14791-032,,
Avenida 27,Santa Helena,Guaira / SP,14791-034,,
Avenida 29,Santa Helena,Guaira / SP,14791-036,,
Avenida 31,Santa Helena,Guaira / SP,14791-038,,
Rua 26,Jardim Paulista,Guaira / SP,14791-040,,
Rua 28,Jardim Paulista,Guaira / SP,14791-042,,
Rua 30,Jardim Paulista,Guaira / SP,14791-044,,
Rua 32,Jardim Paulista,Guaira / SP,14791-046,,
Avenida José Flores,Jardim Paulista,Guaira / SP,14791-048,,
Avenida 21,Jardim Paulista,Guaira / SP,14791-050,,
Avenida 23,Jardim Paulista,Guaira / SP,14791-052,,
Avenida 25,Jardim Paulista,Guaira / SP,14791-054,,
Avenida 27,Jardim Paulista,Guaira / SP,14791-056,,
Avenida 29,Jardim Paulista,Guaira / SP,14791-058,,
Avenida 31,Jardim Paulista,Guaira / SP,14791-060,,
Avenida 33,Jardim Paulista,Guaira / SP,14791-062,,
Avenida 35,Jardim Paulista,Guaira / SP,14791-064,,
Avenida Gabriel Garcia Leal,Jardim Paulista,Guaira / SP,14791-066,,
Avenida José Flores,Residencial Marina,Guaira / SP,14791-070,,
Rua Orbis Clube,Residencial Marina,Guaira / SP,14791-072,,
Rua 32,Residencial Marina,Guaira / SP,14791-074,,
Avenida 37A,Residencial Marina,Guaira / SP,14791-076,,
Avenida José Flores,Mario Garcia da Costa,Guaira / SP,14791-080,,
Avenida Fouad Gebrael Jabour,Mario Garcia da Costa,Guaira / SP,14791-082,,
Avenida Abrão Curi,Mario Garcia da Costa,Guaira / SP,14791-084,,
Avenida Alexandre Figueiredo Rodrigues,Mario Garcia da Costa,Guaira / SP,14791-086,,
Avenida Carmo Marcelino da Silva,Mario Garcia da Costa,Guaira / SP,14791-088,,
Avenida Shigueo Yamashita,Mario Garcia da Costa,Guaira / SP,14791-090,,
Avenida Emilio de Andrade,Mario Garcia da Costa,Guaira / SP,14791-092,,
Avenida Ovidio Garcia Nogueira,Mario Garcia da Costa,Guaira / SP,14791-094,,
Avenida 49,Mario Garcia da Costa,Guaira / SP,14791-096,,
Avenida Generoso Dias Barbosa,Mario Garcia da Costa,Guaira / SP,14791-098,,
Avenida João Felipe Elias Andrade,Mario Garcia da Costa,Guaira / SP,14791-100,,
Avenida Mantaro Matsucuma,Mario Garcia da Costa,Guaira / SP,14791-102,,
Avenida João Batista Gonçalves,Mario Garcia da Costa,Guaira / SP,14791-104,,
Avenida Paulo de Lima,Mario Garcia da Costa,Guaira / SP,14791-106,,
Avenida 55,Mario Garcia da Costa,Guaira / SP,14791-108,,
Avenida Doutor Edison Bernardo do Nascimento,Mario Garcia da Costa,Guaira / SP,14791-110,,
Avenida Manoel Jeronimo Luiz,Mario Garcia da Costa,Guaira / SP,14791-112,,
Avenida Salomão Joaquim,Mario Garcia da Costa,Guaira / SP,14791-114,,
Avenida Mario Garcia Junqueira,Mario Garcia da Costa,Guaira / SP,14791-116,,
Rua 28A,Residencial Muraishi II,Guaira / SP,14791-150,,
Rua 28B,Residencial Muraishi II,Guaira / SP,14791-152,,
Rua 22B,Residencial Muraishi II,Guaira / SP,14791-154,,
Rua 22A,Residencial Muraishi II,Guaira / SP,14791-156,,
Avenida 55G,Residencial Muraishi II,Guaira / SP,14791-158,,
Avenida 55F,Residencial Muraishi II,Guaira / SP,14791-160,,
Avenida 55E,Residencial Muraishi II,Guaira / SP,14791-162,,
Avenida 55D,Residencial Muraishi II,Guaira / SP,14791-164,,
Avenida 55C,Residencial Muraishi,Guaira / SP,14791-170,,
Avenida 55B,Residencial Muraishi,Guaira / SP,14791-172,,
Avenida 55A,Residencial Muraishi,Guaira / SP,14791-174,,
Rua 28A,Residencial Muraishi,Guaira / SP,14791-176,,
Rua 28B,Residencial Muraishi,Guaira / SP,14791-178,,
Rua 22A,Residencial Muraishi,Guaira / SP,14791-180,,
Avenida 55,Jardim Palmares,Guaira / SP,14791-190,,
Avenida 53,Jardim Palmares,Guaira / SP,14791-192,,
Avenida 51,Jardim Palmares,Guaira / SP,14791-194,,
Avenida 49,Jardim Palmares,Guaira / SP,14791-196,,
Avenida 47,Jardim Palmares,Guaira / SP,14791-198,,
Avenida 45,Jardim Palmares,Guaira / SP,14791-200,,
Rua 22,Jardim Palmares,Guaira / SP,14791-202,,
Rua 24,Jardim Palmares,Guaira / SP,14791-204,,
Rua 28,Jardim Palmares,Guaira / SP,14791-206,,
Rua 30,Jardim Palmares,Guaira / SP,14791-208,,
Rua Orbis Clube,Jardim Palmares,Guaira / SP,14791-210,,
Avenida Gabriel Garcia Leal,Jardim Palmares,Guaira / SP,14791-212,,
Avenida Gabriel Garcia Leal,Maracá,Guaira / SP,14791-220,,
Avenida 25,Maracá,Guaira / SP,14791-222,,
Avenida 23,Maracá,Guaira / SP,14791-224,,
Rua 18,Maracá,Guaira / SP,14791-226,,
Rua 16,Maracá,Guaira / SP,14791-228,,
Rua 14,Maracá,Guaira / SP,14791-230,,
Rua 12,Maracá,Guaira / SP,14791-232,,
Rua 10,Maracá,Guaira / SP,14791-234,,
Avenida Graciano Esperancini,Maracá,Guaira / SP,14791-236,,
Avenida A,Maracá,Guaira / SP,14791-238,,
Avenida Neca Santana,Maracá,Guaira / SP,14791-240,,
Avenida Acácia Guairense,Vila São Bom Jesus Lapa,Guaira / SP,14791-250,,
Rua 6,Vila São Bom Jesus Lapa,Guaira / SP,14791-252,,
Rua 4,Vila São Bom Jesus Lapa,Guaira / SP,14791-254,,
Avenida José Cavenaghe,Vila São Bom Jesus Lapa,Guaira / SP,14791-256,,
Avenida 23,Vila São Bom Jesus Lapa,Guaira / SP,14791-258,,
Avenida 25,Vila São Bom Jesus Lapa,Guaira / SP,14791-260,,
Avenida 27,Vila São Bom Jesus Lapa,Guaira / SP,14791-262,,
Avenida 29,Vila São Bom Jesus Lapa,Guaira / SP,14791-264,,
Avenida 31,Vila São Bom Jesus Lapa,Guaira / SP,14791-266,,
Avenida 31,Jardim Alegria,Guaira / SP,14791-270,,
Avenida 33,Jardim Alegria,Guaira / SP,14791-272,,
Avenida 35,Jardim Alegria,Guaira / SP,14791-274,,
Avenida José Cavenaghe,Jardim Alegria,Guaira / SP,14791-276,,
Avenida 37,Jardim Alegria,Guaira / SP,14791-278,,
Avenida Neca Santana,Jardim Alegria,Guaira / SP,14791-280,,
Rua 12,Jardim Alegria,Guaira / SP,14791-282,,
Rua 10,Jardim Alegria,Guaira / SP,14791-284,,
Avenida Acácia Guairense,Jardim Alegria,Guaira / SP,14791-286,,
Avenida Doutor João Batista Santana,Jardim Alegria,Guaira / SP,14791-288,,
Rua 6,Jardim Alegria,Guaira / SP,14791-290,,
Rua 4,Jardim Alegria,Guaira / SP,14791-292,,
Rua 2,Jardim Alegria,Guaira / SP,14791-294,,
Rua Vicente Lopes do Nascimento,Jardim Alegria,Guaira / SP,14791-296,,
Rua Vicente Lopes do Nascimento,Desmembramento Fazenda São Judas Tadeu,Guaira / SP,14791-300,,
Avenida Doutor João Batista Santana,Desmembramento São Francisco,Guaira / SP,14791-310,,
Avenida Neca Santana,Desmembramento São Francisco,Guaira / SP,14791-312,,
Rua Aparecida Salomão Garcia Lelis,Residencial Dona Ira,Guaira / SP,14791-320,,
Rua Luiz Garcia Lelis,Residencial Dona Ira,Guaira / SP,14791-322,,
Avenida Neca Santana,Desmembramento Chácara Nossa Senhora,Guaira / SP,14791-330,,
Rua Benevenuto Pereira da Silva,Desmembramento Chácara Nossa Senhora,Guaira / SP,14791-332,,
Avenida Gabriel Garcia Leal,Desmembramento Chácara Nossa Senhora,Guaira / SP,14791-334,,
Avenida Gabriel Garcia Leal,Portal do Ipê,Guaira / SP,14791-340,,
Rua Amelio Alves de Lima,Portal do Ipê,Guaira / SP,14791-342,,
Avenida Gabriel Garcia Leal,Jardim de Monet,Guaira / SP,14791-350,,
Rua de Entrada,Jardim de Monet,Guaira / SP,14791-352,,
Rua de Trás,Jardim de Monet,Guaira / SP,14791-354,,
Rua de Saída,Jardim de Monet,Guaira / SP,14791-356,,
Avenida Doutor João Batista Santana,Jardim das Acácias,Guaira / SP,14791-360,,
Rua 18,Jardim das Acácias,Guaira / SP,14791-362,,
Avenida Doutor João Batista Santana,Morada do Sol,Guaira / SP,14791-370,,
Rua 16,Morada do Sol,Guaira / SP,14791-372,,
Avenida Doutor João Batista Santana,Distrito Industrial Luiz Carlos Nogueira,Guaira / SP,14791-380,,
Rua Joaquim Antonio de Paula,Distrito Industrial Luiz Carlos Nogueira,Guaira / SP,14791-382,,
Rua Theodoro Ribeiro de Mendonça,Distrito Industrial Luiz Carlos Nogueira,Guaira / SP,14791-384,,
Rua Thobias Mendonça Neto,Distrito Industrial Luiz Carlos Nogueira,Guaira / SP,14791-386,,
Rodovia Assis Chateaubriand SP 425,Distrito Industrial Luiz Carlos Nogueira,Guaira / SP,14791-388,,
Rua 12,Residencial Nobre Ville,Guaira / SP,14791-390,,
Rua 14,Residencial Nobre Ville,Guaira / SP,14791-392,,
Rua 16,Residencial Nobre Ville,Guaira / SP,14791-394,,
Rua 18,Residencial Nobre Ville,Guaira / SP,14791-396,,
Avenida Mousart Caetano Silva,Residencial Nobre Ville,Guaira / SP,14791-398,,
Rua Benevenuto Pereira da Silva,Residencial Nobre Ville,Guaira / SP,14791-400,,
Rua Amelio Alves de Lima,Residencial Nobre Ville,Guaira / SP,14791-402,,
Avenida 53,Residencial Nobre Ville,Guaira / SP,14791-404,,
Avenida 55,Residencial Nobre Ville,Guaira / SP,14791-406,,
Avenida 55A,Residencial Nobre Ville,Guaira / SP,14791-408,,
Rua Doutor Luiz Roberto Bonjorno,Residencial Nobre Ville,Guaira / SP,14791-410,,
Avenida 01,Terra do Sol,Guaira / SP,14791-420,,
Avenida 55C,Terra do Sol,Guaira / SP,14791-422,,
Avenida 55D,Terra do Sol,Guaira / SP,14791-424,,
Rua 01,Terra do Sol,Guaira / SP,14791-426,,
Rua 02,Terra do Sol,Guaira / SP,14791-428,,
Rua 03,Terra do Sol,Guaira / SP,14791-430,,
Rua 04,Terra do Sol,Guaira / SP,14791-432,,
Rua 05,Terra do Sol,Guaira / SP,14791-434,,
Rua 06,Terra do Sol,Guaira / SP,14791-436,,
Rua 07,Terra do Sol,Guaira / SP,14791-438,,
Rua 08,Terra do Sol,Guaira / SP,14791-440,,
Rua 09,Terra do Sol,Guaira / SP,14791-442,,
Rua 10,Terra do Sol,Guaira / SP,14791-444,,
Rua 11,Terra do Sol,Guaira / SP,14791-446,,
Rua 12,Terra do Sol,Guaira / SP,14791-448,,
Rua 13,Terra do Sol,Guaira / SP,14791-450,,
Rua 14,Terra do Sol,Guaira / SP,14791-452,,
Rua 15,Terra do Sol,Guaira / SP,14791-454,,
Rua 16,Terra do Sol,Guaira / SP,14791-456,,
Rua 1,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-800,,
Rua 2,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-802,,
Avenida 3,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-804,,
Rua 4,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-806,,
Rua 5,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-808,,
Rua 6,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-810,,
Rua 7,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-812,,
Rua 8,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-814,,
Rua 9,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-816,,
Rua 10,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-818,,
Rua 11,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-820,,
Rua 12,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-822,,
Rua 13,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-824,,
Rua 14,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-826,,
Rua 15,Residencial Nautico e Pesca Rio Pardo,Guaira / SP,14791-828,,
Rua 28,Jardim Novo Horizonte,Guaira / SP,14792-000,,
Rua F,Jardim Novo Horizonte,Guaira / SP,14792-002,,
Avenida 13A,Jardim Novo Horizonte,Guaira / SP,14792-004,,
Avenida 15,Jardim Novo Horizonte,Guaira / SP,14792-006,,
Avenida 17,Jardim Novo Horizonte,Guaira / SP,14792-008,,
Avenida 19,Jardim Novo Horizonte,Guaira / SP,14792-010,,
Avenida 19,Conjunto Habitacional Abdala Elias,Guaira / SP,14792-020,,
Avenida 17,Conjunto Habitacional Abdala Elias,Guaira / SP,14792-022,,
Avenida 15,Conjunto Habitacional Abdala Elias,Guaira / SP,14792-024,,
Rua 36,Conjunto Habitacional Abdala Elias,Guaira / SP,14792-026,,
Rua 40,Conjunto Habitacional Abdala Elias,Guaira / SP,14792-028,,
Avenida 15,Conjunto Habitacional Vereador Luiz Dutra do Prado,Guaira / SP,14792-030,,
Rua 40,Conjunto Habitacional Gabriel Garcia de Carvalho,Guaira / SP,14792-040,,
Rua 44,Conjunto Habitacional Gabriel Garcia de Carvalho,Guaira / SP,14792-042,,
Rua 44A,Conjunto Habitacional Gabriel Garcia de Carvalho,Guaira / SP,14792-044,,
Avenida 15,Conjunto Habitacional Gabriel Garcia de Carvalho,Guaira / SP,14792-046,,
Avenida 17,Conjunto Habitacional Gabriel Garcia de Carvalho,Guaira / SP,14792-048,,
Avenida 19,Conjunto Habitacional Gabriel Garcia de Carvalho,Guaira / SP,14792-050,,
Rua 32A,Conjunto Habitacional Geralda Geltrudes da Silva,Guaira / SP,14792-060,,
Avenida 19A,Conjunto Habitacional Geralda Geltrudes da Silva,Guaira / SP,14792-062,,
Rua 36,Conjunto Habitacional Geralda Geltrudes da Silva,Guaira / SP,14792-064,,
Avenida 19B,Conjunto Habitacional Geralda Geltrudes da Silva,Guaira / SP,14792-066,,
Avenida 19C,Conjunto Habitacional Geralda Geltrudes da Silva,Guaira / SP,14792-068,,
Rua 40,Conjunto Habitacional Geralda Geltrudes da Silva,Guaira / SP,14792-070,,
Avenida 19D,Conjunto Habitacional Geralda Geltrudes da Silva,Guaira / SP,14792-072,,
Rua 44,Conjunto Habitacional Geralda Geltrudes da Silva,Guaira / SP,14792-074,,
